"name","concept_id","source","code"
Supplement received,439,PIH,SUPPLEMENT RECEIVED
Surgery,18,PIH,SURGERY
Surgery antibiotics,2846,PIH,Surgery antibiotics
Surgery diagnosis,5366,PIH,Surgery diagnoses
Surgical procedure,2855,PIH,Surgical procedure
Surgical service,2867,PIH,Surgical service
Surgical ward,6725,PIH,Surgical ward
Surveyor,5492,PIH,Surveyor
Suspect HIV caused father death,3717,PIH,SUSPECT HIV CAUSED FATHER DEATH
Suspect HIV caused Mother death,3762,PIH,SUSPECT HIV CAUSED MOTHER DEATH
Suspected COVID free-text notes,7018,PIH,Suspected COVID free-text notes
Suspected HIV free-text notes,7037,PIH,Suspected HIV free-text notes
Suspected past HIV exposure,3287,PIH,SUSPECTED PAST HIV EXPOSURE
Suspected TB free-text notes,7025,PIH,Suspected TB free-text notes
Swallowing difficulties,4725,PIH,SWALLOWING DIFFICULTIES
Swallowing impairment,5686,PIH,Swallowing Impairment
Symptom absent,5396,PIH,SYMPTOM ABSENT
Symptom comment,5395,PIH,SYMPTOM COMMENT
Symptom presence unknown,5397,PIH,SYMPTOM PRESENCE UNKNOWN
Symptom present,5394,PIH,SYMPTOM PRESENT
Symptom progression comment,7083,PIH,Symptom progression comment
Nephropathy or cardiomyopathy symptoms with HIV,3432,PIH,SYMPTOMATIC NEPHROPATHY OR CARDIOMYOPATHY PRESUMED DUE TO HIV
Symptoms involving urinary system,3976,PIH,Symptoms involving urinary system
Syphilis,3793,PIH,SYPHILIS
Syphilis and STI medication set,5529,PIH,Syphilis and STI drug set
Systolic,1189,PIH,SYSTOLIC BLOOD PRESSURE
Systolic ejection murmur,1643,PIH,SYSTOLIC EJECTION MURMUR
Systolic murmur,1577,PIH,SYSTOLIC MURMUR
Tachycardia,1650,PIH,TACHYCARDIA
Tachypneic,1522,PIH,TACHYPNEIC
Tailor,5481,PIH,Tailor
Tamoxifen,249,PIH,Tamoxifen
TAMPONADE PHYSIOLOGY,4157,PIH,TAMPONADE PHYSIOLOGY
"Tanner staging, qualitative",1491,PIH,"TANNER STAGING, QUALITATIVE"
"Tanner staging, quantitative",3670,PIH,"TANNER STAGING, QUANTITATIVE"
Taxi driver,5755,PIH,Taxi driver
TB laboratory set,3213,PIH,TB lab set
Tuberculosis lymphadenopathy,3475,PIH,TB LYMPHADENOPATHY
TB symptoms,3422,PIH,TB SYMPTOMS
TB visit,389,PIH,TB VISIT
Teacher,109,PIH,Teacher
Dental problem,1594,PIH,Teeth problem
Telephone number of clinician,5999,PIH,Telephone number of clinician
Telephone number of contact,146,PIH,TELEPHONE NUMBER OF CONTACT
Temperature (C),1185,PIH,TEMPERATURE (C)
Temporal wasting,1516,PIH,TEMPORAL WASTING
"Temporomandibular joint, bilateral (X-Ray)",804,PIH,"Temporomandibular joint, bilateral (XRay)"
Tenofovir,2161,PIH,TENOFOVIR
FTC + TDF,1969,PIH,Tenofovir and Emtricitabine
TDF + 3TC + EFV,2025,PIH,TENOFOVIR LAMIVUDINE EFAVIRENZ
TDF + 3TC + LPV/r,2340,PIH,TENOFOVIR LAMIVUDINE LOPINAVIR RITONAVIR
TDF + 3TC + NVP,2348,PIH,TENOFOVIR LAMIVUDINE NEVIRAPINE
Tertiary,203,PIH,tertiary
Tertiary school,6291,PIH,TERTIARY SCHOOL
Test order number,352,PIH,Test order number
Tetanus,4785,PIH,Tetanus
Neonatal tetanus,3913,PIH,Tetanus Neonatorum
Tetracycline,1922,PIH,TETRACYCLINE
Thalidomide,1909,PIH,Thalidomide
Thatch,1130,PIH,THATCH
"3rd",3228,PIH,Third
Threatened limb,1220,PIH,Threatened limb
Thrombocytopenia,4238,PIH,THROMBOCYTOPENIA
Thyroid,7185,PIH,Thyroid
TID (thrice daily),1310,PIH,TID
Time units,976,PIH,TIME UNITS
Timed Up and Go,5673,PIH,Timed Up and Go
Tinea capitis,5027,PIH,TINEA CAPITIS
Tinea corporis,4765,PIH,TINEA CORPORIS
Tinea cruris,4986,PIH,TINEA CRURIS
Tinea,4769,PIH,TINEA NOS
Title of who completed form,28,PIH,TITLE WHO COMPLETED FORM
Tobacco-induced mental and behavior disorder,4595,PIH,Tobacco-induced mental and behavior disorder
Dexamethasone / tobramycin,1873,PIH,Tobramycin and dexamethasone
Toilet transfers,5701,PIH,Toilet transfers
Toileting,5664,PIH,Toileting
Tolterodine,1952,PIH,Tolterodine
Tonsillitis,4834,PIH,TONSILLITIS
Total bilirubin (mg/dL),2903,PIH,TOTAL BILIRUBIN
Total cholesterol,3139,PIH,TOTAL CHOLESTEROL
Total number of planned chemotherapy cycles,235,PIH,Total number of planned chemotherapy cycles
Total protein,2922,PIH,TOTAL PROTEIN
Food poisoning,5371,PIH,TOXICITY FOOD
Drug toxicity,1332,PIH,"TOXICITY, DRUG"
Toxicity,1228,PIH,"TOXICITY, NOT OTHERWISE SPECIFIED"
Toxoplasmosis,4235,PIH,TOXOPLASMOSIS
Traditional healer,1041,PIH,TRADITIONAL HEALER
Tramadol,2041,PIH,Tramadol
Transfer,5741,PIH,TRANSFER
Transfer out location,954,PIH,Transfer out location
Transfer out of hospital,938,PIH,Transfer out of hospital
Transfer to another hospital,933,PIH,Transfer to another hospital
Transfer within hospital,949,PIH,Transfer within hospital
Transfusion construct,2854,PIH,Transfusion construct
Type of transfusion fluid,2853,PIH,Transfusion of fluid
Transfusion status,2886,PIH,Transfusion status
Transport accident,4714,PIH,Transport Accident
Transport problems,3754,PIH,TRANSPORT PROBLEMS
Transportation set,1150,PIH,TRANSPORTATION CONSTRUCT
Transportation cost,1140,PIH,TRANSPORTATION COST
Transthoracic echocardiogram,843,PIH,Transthoracic echocardiogram
Trauma triage symptom,1227,PIH,Trauma triage symptom
Traumatic brain injury,5690,PIH,Traumatic Brain Injury
Trauma,1226,PIH,Traumatic Injury
Treatment changed to follow algorithm,7186,PIH,Treatment changed to follow algorithm
Patient completed treatment,184,PIH,TREATMENT COMPLETE
Refused treatment,1331,PIH,TREATMENT NEVER STARTED - PATIENT REFUSED
Treatment postponed,3264,PIH,Treatment postponed
Treatment stopped,561,PIH,TREATMENT STOPPED
Treatment stopped - side effects,5521,PIH,TREATMENT STOPPED - SIDE EFFECTS
Triage color classification,1271,PIH,Triage color classification
Triage diagnosis or symptom,1273,PIH,Triage diagnosis
Green,1268,PIH,Triage green
Triage queue status,1197,PIH,Triage queue status
Red,1270,PIH,Triage red
Triage score,1163,PIH,Triage score
Triage symptom sets,1262,PIH,Triage symptom sets
Trichomoniasis,4704,PIH,Trichomoniasis
Triglycerides (mmol/L),7844,PIH,TRIGLYCERIDES
Trihexyphenidyl,2226,PIH,TRIHEXYPHENIDYL
Cotrimoxazole,2329,PIH,TRIMETHOPRIM AND SULFAMETHOXAZOLE
TRIVIAL,4156,PIH,TRIVIAL
"Trouble falling or staying asleep, or sleeping too much",6827,PIH,Trouble falling or staying asleep or sleeping too much
Tub and shower transfers,5660,PIH,Tub and shower transfers
Tubal ligation,45,PIH,TUBAL LIGATION
Tube,291,PIH,TUBE
Tuberculin skin test,3211,PIH,TUBERCULIN SKIN TEST
Tuberculosis,1759,PIH,TUBERCULOSIS
TB culture test,3064,PIH,TUBERCULOSIS CULTURE RESULT
Tuberculosis treatment start date,3719,PIH,TUBERCULOSIS DRUG TREATMENT START DATE
Tuberculosis medication set,5541,PIH,TUBERCULOSIS DRUGS
Tuberculosis Of Central Nervous System,4731,PIH,Tuberculosis of Central Nervous System
TB smear microscopy method,6206,PIH,TUBERCULOSIS SMEAR MICROSCOPY METHOD
Tuberculosis smear result,3063,PIH,TUBERCULOSIS SMEAR RESULT
Twin pregnancy,4057,PIH,Twin Pregnancy
Tympanic membrane injected,1601,PIH,TYMPANIC MEMBRANE INJECTED
Tympanic to percussion,1564,PIH,Tympanic to percussion
Type 1 diabetes,585,PIH,Type 1 diabetes
Type 2 diabetes,586,PIH,Type 2 diabetes
Type of anesthesia,2884,PIH,Type of anesthesia
Type of COVID test performed,5581,PIH,Type of COVID test
Type of diabetes diagnosis,589,PIH,Type of diabetes diagnosis
Type of FAST ultrasound,7165,PIH,Type of FAST ultrasound
Type of outpatient visit,3958,PIH,Type of HUM visit
Type of hypertension diagnosis,633,PIH,Type of hypertension diagnosis
Type of oncology visit,5732,PIH,Type of oncology visit
Type of patient,2836,PIH,TYPE OF PATIENT
Type of provider,1047,PIH,Type of provider
Type of report,905,PIH,Type of radiology report
Type of referral role,1026,PIH,Type of referral role
Type of referring service,612,PIH,Type of referring service
Type of procedure (non-coded),7080,PIH,Type of surgery (non-coded)
Type of trauma,5402,PIH,Type of trauma
Typhoid fever,4698,PIH,TYPHOID FEVER
Mouth ulceration,268,PIH,"ULCER, ORAL"
Female genital ulcers,4031,PIH,Ulceration of Vulva
Ulcers,1540,PIH,Ulcers (generic)
Ultrasound,367,PIH,Ultrasound
Ultrasound result (text),3917,PIH,Ultrasound result (text)
Ultrasound type,7069,PIH,Ultrasound type
Umbilical hernia,4285,PIH,Umbilical hernia
Unable to bear weight,1218,PIH,Unable to bear weight
Unaware of diagnosis,626,PIH,Unaware of diagnosis
Uncontrolled hemorrhage,1224,PIH,Uncontrolled hemorrhage
Underlying cause of death,78,PIH,Underlying cause of death
Mortician,71,PIH,Undertaker
Undescended testicle,5171,PIH,Undescended Testicle
Unemployed,117,PIH,UNEMPLOYED
"Unexplained anemia, neuropenia, or thrombocytopenia",3483,PIH,"UNEXPLAINED ANAEMIA, NEUTROPAENIA, OR THROBOCYTOPAENIA"
Unfractionated heparin,2828,PIH,Unfractionated heparin
UniAssurances,152,PIH,UniAssurances
Units of age,3345,PIH,UNITS OF AGE OF CHILD
Unknown,5,PIH,unknown
Insufficient sample,454,PIH,UNSATISFACTORY SAMPLE
Unspecified Abortion,4088,PIH,Unspecified Abortion
Hypertension complicating birth,3975,PIH,Unspecified maternal hypertension
Perineal laceration during delivery,4071,PIH,Unspecified Perineal Laceration During Delivery
Upper extremity - Left with contrast (CT),860,PIH,Upper extremity left with contrast IV (CT)
Upper extremity - Left without contrast (CT),868,PIH,Upper extremity left without contrast (CT)
Upper extremity - Right with contrast (CT),850,PIH,Upper extremity right with contrast IV (CT)
Upper extremity - Right without contrast (CT),867,PIH,Upper extremity right without contrast (CT)
Upper extremity venous - Bilateral (US),831,PIH,Upper extremity vein bilateral (US)
Upper extremity venous - Left (US),827,PIH,Upper extremity vein left (US)
Upper extremity venous - Right (US),823,PIH,Upper extremity vein right (US)
Upper respiratory infection,4888,PIH,Upper respiratory tract infection
Urban,90,PIH,Urban
Urethral discharge,4705,PIH,URETHRAL DISCHARGE
Urinalysis order,3202,PIH,URINALYSIS
Urinary albumin,3150,PIH,URINARY ALBUMIN
Urinary incontinence,4062,PIH,Urinary Incontinence
Urinary tract infection,4074,PIH,URINARY TRACT INFECTION
"Volume measurement, urine",2876,PIH,Urine output
Urine pregnancy test,2939,PIH,URINE PREGNANCY TEST
Urogenital exam findings,1636,PIH,UROGENITAL EXAM FINDINGS
Urology,2856,PIH,Urology
Ursodiol,1816,PIH,Ursodiol
Guidance for aspiration of pericardial space (US),833,PIH,US Guidance for aspiration of Pericardial space
Guidance for percutaneous drainage of cavity (US),836,PIH,US Guidance for percutaneous drainage of Cavity
Gynocological ultrasound,7071,PIH,US Gyno
Vaginitis,3998,PIH,VAGINITIS
Valproic acid,1810,PIH,VALPROIC ACID
Varicella,1760,PIH,VARICELLA
Vascular medicine,7130,PIH,Vascular medicine
Vascular Surgery,2866,PIH,Vascular Surgery
Vascular system,7182,PIH,Vascular system
Vasectomy,46,PIH,VASECTOMY
VDRL,2896,PIH,VDRL
Vendor,5500,PIH,Vendor
Venous thromboembolism prophylaxis,2830,PIH,Venous thromboembolism prophylaxis
Ventricular septal defect,4129,PIH,VENTRICULAR SEPTAL DEFECT
Verruca planus,3467,PIH,VERRUCA PLANUS
Vertigo,4778,PIH,VERTIGO
Very weak,456,PIH,Very weak
CHW (Community Health Worker),12,PIH,VILLAGE HEALTH WORKER
Viral Conjunctivitis,4868,PIH,VIRAL CONJUNCTIVITIS
Viral hepatitis,4742,PIH,Viral hepatitis
Viral meningitis,4819,PIH,VIRAL MENINGITIS
Vision problem,4707,PIH,Vision problem
Visit Diagnoses,210,PIH,Visit Diagnoses
Visit type,3961,PIH,Visit type
Visited provider during illness,70,PIH,Visited provider during illness
Visual-spatial neglect,5678,PIH,Visual-spatial neglect
Vitamin A,434,PIH,VITAMIN A
Vitamin B,2088,PIH,VITAMIN B COMPLEX
Volume of transfusion,2831,PIH,Volume of transfusion
Vomiting,256,PIH,VOMITING
Voodoo,131,PIH,Voodoo
Waist circumference (cm),442,PIH,WAIST CIRCUMFERENCE CM
Waiter,5459,PIH,Waiter
Waiting for evaluation,1195,PIH,Waiting for evaluation
Waiting for test results,195,PIH,WAITING FOR TEST RESULTS
Walk-in,420,PIH,Walk-in
Walking,1133,PIH,WALKING
Wall material,1093,PIH,WALL MATERIAL
Material handler,5509,PIH,Warehouse worker
Warfarin,518,PIH,WARFARIN
Wasting syndrome,3444,PIH,WASTING SYNDROME
Weakness,1494,PIH,WEAKNESS
Weaned,920,PIH,WEANED
Weeks,972,PIH,Weeks
Weight (kg),1181,PIH,WEIGHT (KG)
Weight loss,1515,PIH,WEIGHT LOSS
Weight loss (kg),1739,PIH,WEIGHT LOSS IN KG
Welder,5501,PIH,Welder
Well appearing,1511,PIH,WELL APPEARING
Womens health procedures,2764,PIH,WH procedures
Wheelchair mobility,5663,PIH,Wheelchair mobility
Wheeze,1259,PIH,WHEEZE
White blood cells,3007,PIH,WHITE BLOOD CELLS
WHO HIV stages for adults and children,3488,PIH,WHO HIV stages for adults
WHO Stage 1,3487,PIH,WHO STAGE 1 ADULT
WHO Stage 2,3470,PIH,WHO STAGE 2 ADULT
WHO Stage 3,3484,PIH,WHO STAGE 3 ADULT
Whole blood,2834,PIH,Whole blood
Widal test,2933,PIH,WIDAL TEST
Widowed,97,PIH,WIDOWED
Women's Health,361,PIH,Womens health
Wood,1090,PIH,WOOD
Worrying too much about different things,6823,PIH,Worrying too much about different things
Worse,3298,PIH,WORSE
"Wrist - Left, 2 views (X-ray)",781,PIH,Wrist left 2 views (XRay)
"Wrist - Right, 2 views (X-ray)",760,PIH,Wrist right 2 views (XRay)
Xerophthalmia,4860,PIH,Xerophthalmia
Years,969,PIH,YEARS
Yellow,1266,PIH,Yellow
Yellow fever,5390,PIH,YELLOW FEVER
Yes,1,PIH,YES
ZL employee,124,PIH,Zanmi Lasante employee
AZT,1998,PIH,ZIDOVUDINE
AZT after birth (coded),3319,PIH,ZIDOVUDINE AFTER BIRTH
"3TC + AZT",2184,PIH,ZIDOVUDINE AND LAMIVUDINE
AZT + 3TC + EFV,2341,PIH,ZIDOVUDINE LAMIVUDINE AND EFAVIRENZ
AZT + 3TC + NVP,2295,PIH,ZIDOVUDINE LAMIVUDINE AND NEVIRAPINE
Zika program,917,PIH,Zika program
Zinc,435,PIH,ZINC
Zinc oxide,2028,PIH,ZINC OXIDE
ZL Family Matters Program,3672,PIH,ZL FMP
ZL Inpatient,605,PIH,ZL inpatient
Laboratory orders for Zanmi Lasante,3128,PIH,ZL lab orders
ZL Outpatient,598,PIH,ZL outpatient
Zanmi primary care diagnosis non-coded,908,PIH,ZL Primary care diagnosis non-coded
Zanmi Lasante supported site,599,PIH,ZL-supported site
Gentamicin,2250,CIEL,"100"
Total cholesterol,3139,CIEL,"1006"
HDL,3148,CIEL,"1007"
LDL,2897,CIEL,"1008"
Triglycerides (mmol/L),7844,CIEL,"1009"
Lipid panel,2913,CIEL,"1010"
Creatine kinase,7260,CIEL,"1011"
Serum lactate,3147,CIEL,"1012"
Serum lipase,5440,CIEL,"1013"
Lactate dehydrogenase,3191,CIEL,"1014"
Hematocrit,3002,CIEL,"1015"
Red cell distribution width,3157,CIEL,"1016"
Mean cell hemoglobin concentration,3017,CIEL,"1017"
Mean corpuscular hemoglobin,3014,CIEL,"1018"
Hemogram,3158,CIEL,"1019"
Drug toxicity,1332,CIEL,"102"
Lymphocyte %,3009,CIEL,"1021"
Neutrophils %,3003,CIEL,"1022"
Monocyte %,3010,CIEL,"1023"
Eosinophil %,3006,CIEL,"1024"
Basophils %,3004,CIEL,"1025"
CD8%,8280,CIEL,"1027"
CD3,8279,CIEL,"1028"
"HIV DNA Polymerase chain reaction, qualitative",3125,CIEL,"1030"
Treponema pallidum hemagglutination assay,8328,CIEL,"1031"
ABC + 3TC,2104,CIEL,"103166"
"Treponema pallidum hemagglutination assay, qualitative",8315,CIEL,"1032"
Acetaminophen / tramadol,1902,CIEL,"103303"
Albuterol / ipratropium,1943,CIEL,"103337"
Allantoin / coal tar,1848,CIEL,"103349"
Aluminum hydroxide / Magnesium carbonate,2087,CIEL,"103525"
Aluminium hydroxide + Magnesium hydroxide,2094,CIEL,"103526"
Amlodipine / Atorvastatin,1968,CIEL,"103554"
Ampicillin / sulbactam,5835,CIEL,"103572"
Articaine hydrochloride with adrenaline,2268,CIEL,"103606"
Atovaquone / chloroguanide,7867,CIEL,"103734"
"N Gonorrhea PCR, qualitative",3090,CIEL,"1038"
Benzoic acid + salicylic acid,2157,CIEL,"103878"
Brimonidine / timolol,8039,CIEL,"103930"
Bupivacaine with adrenaline,2014,CIEL,"103957"
"HIV ELISA, quantitative",3127,CIEL,"1041"
Carbidopa + Levodopa,1996,CIEL,"104128"
Cetrimide / chlorhexidine,5772,CIEL,"104160"
"HIV ELISA, qualitative",3126,CIEL,"1042"
Cilastatin / imipenem,5871,CIEL,"104315"
Ciprofloxacin / dexamethasone,1864,CIEL,"104317"
Citric acid / potassium citrate,1771,CIEL,"104325"
Desogestrel / ethinyl estradiol,1813,CIEL,"104421"
Dexamethasone + Polymyxin B + Neomycin sulfate,2140,CIEL,"104425"
Dexamethasone / tobramycin,1873,CIEL,"104426"
Dextran 70 + Hypromellose,2017,CIEL,"104442"
Dextromethorphan / Guaifenesin,2300,CIEL,"104450"
Dorzolamide / timolol,1900,CIEL,"104546"
FTC + TDF,1969,CIEL,"104567"
Lidocaine hydrochloride with adrenaline,2211,CIEL,"104584"
"Estrogens, conjugated (usp) / estrone",1887,CIEL,"104606"
"Estrogens, conjugated (usp) / medroxyprogesterone",5922,CIEL,"104607"
Ethinyl estradoil / Levonorgestrel,2320,CIEL,"104625"
Ethinyl estradiol / norelgestromin,1769,CIEL,"104626"
Ezetimibe / Simvastatin,1956,CIEL,"104633"
Fluticasone / Salmeterol,1920,CIEL,"104676"
Folate / Iron,2265,CIEL,"104677"
"HIV western blot, qualitative",3172,CIEL,"1047"
Dextrose 5% + Ringer lactate,2299,CIEL,"104730"
Glucose / Lidocaine,1783,CIEL,"104735"
Potassium Chloride + Dextrose 5% + Sodium chloride,2071,CIEL,"104741"
Glucose / Sodium chloride,5850,CIEL,"104745"
Hydrochlorothiazide / Irbesartan,1805,CIEL,"104831"
Hydrochlorothiazide / Lisinopril,2205,CIEL,"104833"
Hydrochlorothiazide / Losartan,5784,CIEL,"104834"
Hydrochlorothiazide / Telmisartan,1843,CIEL,"104843"
Hydrocortisone / lidocaine,1823,CIEL,"104859"
Isoniazid / Vitamin B6,5794,CIEL,"104944"
Lidocaine + Prilocaine,2049,CIEL,"104983"
Intravenous drug use,3285,CIEL,"105"
Omeprazole / Sodium bicarbonate,2097,CIEL,"105118"
Phenylephrine / Zinc sulfate,1925,CIEL,"105169"
Piperacillin / Tazobactam,5781,CIEL,"105177"
Polyethylene glycols / propylene glycol,1891,CIEL,"105187"
Potassium chloride + Sodium chloride,2277,CIEL,"105202"
"Sodium phosphate, dibasic / sodium phosphate, monobasic",5909,CIEL,"105268"
Cotrimoxazole,2329,CIEL,"105281"
Parity,3278,CIEL,"1053"
Vitamin D / vitamin D2,5942,CIEL,"105310"
Civil status,102,CIEL,"1054"
Widowed,97,CIEL,"1059"
Method of HIV exposure,3294,CIEL,"1061"
Suspected past HIV exposure,3287,CIEL,"1062"
Blood transfusion,3293,CIEL,"1063"
Yes,1,CIEL,"1065"
No,2,CIEL,"1066"
Unknown,5,CIEL,"1067"
Days,968,CIEL,"1072"
Weeks,972,CIEL,"1073"
Months,971,CIEL,"1074"
Bloody,3047,CIEL,"1077"
Bronchospasm,1401,CIEL,"108"
Antiretrovirals used for MTCT prophylaxis,3570,CIEL,"1084"
Antiretroviral Drugs,2356,CIEL,"1085"
Previous antiretroviral drugs used for treatment,3574,CIEL,"1087"
Current antiretroviral drugs used for treatment,3571,CIEL,"1088"
Never,1676,CIEL,"1090"
Monthly,6197,CIEL,"1098"
Weekly,6198,CIEL,"1099"
Mild neurocognitive disorder,7653,CIEL,"110103"
Cancer of lymphatic and hematopoietic tissue,5120,CIEL,"110112"
Increase in abdominal size,1548,CIEL,"110136"
"Urticaria, Solar",4989,CIEL,"110169"
Sleep disordered breathing,7553,CIEL,"110199"
Tonic-Clonic seizures,4622,CIEL,"110200"
Exposure to hepatitis B,8494,CIEL,"110409"
Impaired cognition,5683,CIEL,"110434"
Shoulder instability,8218,CIEL,"110499"
Herpes simplex esophagitis,4917,CIEL,"110516"
Fracture of great toe,4495,CIEL,"110521"
Spotting complicating pregnancy,7242,CIEL,"110548"
None,8,CIEL,"1107"
Stromal tumor of digestive system,5126,CIEL,"110771"
Ethambutol and Isoniazid,3399,CIEL,"1108"
Fracture of Base of Skull,4516,CIEL,"110807"
Gastritis,4736,CIEL,"110834"
Patient reported current Tuberculosis prophylaxis,3400,CIEL,"1110"
Pre-syncope,8703,CIEL,"111017"
Hives,1402,CIEL,"111061"
Current anti-TB treatment,3522,CIEL,"1111"
Cerebrovascular accident,500,CIEL,"111103"
Other sleep disturbances,7551,CIEL,"111148"
Facet syndrome,8204,CIEL,"111199"
Tuberculosis treatment start date,3719,CIEL,"1113"
Vitiligo,4978,CIEL,"111459"
Viral hepatitis,4742,CIEL,"111479"
Maternal viral disease,5568,CIEL,"111491"
Normal,457,CIEL,"1115"
Victim of rape,6041,CIEL,"111505"
Extreme premature (< 28 weeks),3802,CIEL,"111523"
Vertigo,4778,CIEL,"111525"
Vaginal Enterocele,5274,CIEL,"111588"
Abnormal,1458,CIEL,"1116"
ABNORMAL,1629,CIEL,"1116"
Vaccination,2363,CIEL,"111604"
Uterine Inversion,4111,CIEL,"111616"
Urinary calculus,5336,CIEL,"111628"
Urinary tract infection,4074,CIEL,"111633"
Urinary incontinence,4062,CIEL,"111636"
Polyarthropathy or Polyarthritis,4881,CIEL,"111662"
Umbilical Cord Complication During Labor and Delivery,3977,CIEL,"111705"
Mouth ulceration,268,CIEL,"111721"
Hepatitis B,3618,CIEL,"111759"
Delivery of twins,6168,CIEL,"111770"
Twin pregnancy,4057,CIEL,"111772"
Salpingitis and Oophoritis,4091,CIEL,"111785"
Not done,1483,CIEL,"1118"
Tuberculosis lymphadenopathy,3475,CIEL,"111873"
General exam findings,1524,CIEL,"1119"
Tuberculosis of skin and subcutaneous tissue,4314,CIEL,"111939"
Tuberculous Meningitis,4701,CIEL,"111967"
Tonsillitis,4834,CIEL,"112"
Skin exam findings,1509,CIEL,"1120"
Tuberculosis of the peritonium,4266,CIEL,"112030"
Tuberculosis Of Central Nervous System,4731,CIEL,"112094"
Lymph node exam findings,1473,CIEL,"1121"
Tuberculosis of bones and joints,4259,CIEL,"112115"
Tuberculosis,1759,CIEL,"112141"
Tuberculoid Leprosy (Type T),5020,CIEL,"112163"
Triplet Pregnancy,4122,CIEL,"112188"
Trichotillomania,7504,CIEL,"112196"
HEENT exam findings,1606,CIEL,"1122"
Tremor,8696,CIEL,"112200"
Obstetrical Trauma,3910,CIEL,"112215"
Injury,4846,CIEL,"112234"
Traumatic amputation of one foot,4490,CIEL,"112243"
Traumatic Amputation of Finger(s),4560,CIEL,"112245"
Amputation of arm,5332,CIEL,"112250"
Transverse or oblique presentation,3883,CIEL,"112259"
Transitory tachypnea of newborn,4284,CIEL,"112264"
Transient cerebral ischemia,4193,CIEL,"112276"
Respiratory exam findings,1469,CIEL,"1123"
Torticollis,4529,CIEL,"112341"
Tooth loss,4637,CIEL,"112345"
Tonic Seizures,1072,CIEL,"112356"
Post-ictal hemiplegia,8168,CIEL,"112359"
Thyroiditis,5283,CIEL,"112385"
Cardiac exam findings,1659,CIEL,"1124"
Thrombocytopenia,4238,CIEL,"112406"
Threatened abortion,4093,CIEL,"112416"
"Uterovaginal Prolapse, Complete",5147,CIEL,"112423"
Temporomandibular joint disorder,4635,CIEL,"112454"
Tear meniscus knee,8199,CIEL,"112458"
Torn meniscus,4538,CIEL,"112459"
Tardive dyskinesia,7772,CIEL,"112466"
Systemic Lupus Erythematosus,4225,CIEL,"112476"
Severe Sepsis,4758,CIEL,"112480"
Systemic infection,6889,CIEL,"112483"
Syphilis,3793,CIEL,"112493"
Unspecified Synovitis and Tenosynovitis,5201,CIEL,"112495"
Abdominal exam findings,1571,CIEL,"1125"
Infant of a diabetic mother,7461,CIEL,"112502"
Suicide or self-inflicted injury by firearm or explosives,4473,CIEL,"112586"
Urogenital exam findings,1636,CIEL,"1126"
Substance abuse,1069,CIEL,"112603"
Subcorneal Pustular Dermatosis,5051,CIEL,"112652"
Extremity exam findings,1545,CIEL,"1127"
Stiffness of neck,5419,CIEL,"112721"
Staphylococcal scalded skin syndrome,4933,CIEL,"112741"
Wrist sprain and strain,8139,CIEL,"112754"
Ankle sprain or strain,4547,CIEL,"112783"
Incomplete spontaneous abortion with hemorrhage,3981,CIEL,"112796"
Musculoskeletal exam findings,1591,CIEL,"1128"
Spleen palpable,4428,CIEL,"112804"
Spinal stenosis,8206,CIEL,"112819"
Spinal cord injury,4154,CIEL,"112827"
Speech and language deficits,4379,CIEL,"112845"
Speech/Language disorder,4353,CIEL,"112846"
Specific reading disorder,7398,CIEL,"112850"
Pseudobulbar Affect,8144,CIEL,"112852"
Solitary Bone Cyst,4491,CIEL,"112879"
Neurologic exam findings,1500,CIEL,"1129"
Small for gestational age,4340,CIEL,"112917"
Circadian rhythm sleep disorder,7794,CIEL,"112925"
Shoulder girdle dystocia,3982,CIEL,"112981"
Shock,1240,CIEL,"112989"
Sexually transmitted infection,1727,CIEL,"112992"
Sexual arousal disorder,8143,CIEL,"112997"
Severe pre-eclampsia,3795,CIEL,"113006"
"Bipolar I disorder, most recent episode (or current) depressed, severe, specified as with psychotic behavior",7409,CIEL,"113015"
Severe asthma,5543,CIEL,"113017"
Severe persistent asthma,594,CIEL,"113018"
Neonatal septicemia,3911,CIEL,"113027"
Seborrheic keratosis,4963,CIEL,"113034"
Lewy body dementia,7848,CIEL,"113041"
Senile Cataract,4878,CIEL,"113046"
Seizure,1213,CIEL,"113054"
Secondary hypertension,6151,CIEL,"113087"
Arrhythmia-induced cardiomyopathy,7378,CIEL,"113096"
Rifampicin + Isoniazid + Pyrazinamide + Ethambutol,2230,CIEL,"1131"
Seborrheic dermatitis,3459,CIEL,"113116"
Sclerodactyly,4990,CIEL,"113129"
Schizotypal personality disorder,7388,CIEL,"113139"
Schizophreniform disorder,6364,CIEL,"113146"
Schizophrenia,4586,CIEL,"113155"
Salmonella osteomyelitis,4443,CIEL,"113167"
Salmonella infection,4803,CIEL,"113169"
Rupture of Achilles tendon,4475,CIEL,"113180"
Serum sodium,2909,CIEL,"1132"
Rubella,4249,CIEL,"113205"
Rotator cuff rupture,4387,CIEL,"113208"
Rotator cuff syndrome,8223,CIEL,"113209"
Rheumatic heart disease,4138,CIEL,"113227"
Rheumatic heart disease of the endocardium,4139,CIEL,"113237"
Rhabdomyosarcoma,4184,CIEL,"113240"
Retinopathy,4865,CIEL,"113257"
Retinal detachment,6419,CIEL,"113271"
Retained placenta without hemorrhage,4025,CIEL,"113279"
Foreign body in eye,5229,CIEL,"113292"
Serum potassium,2921,CIEL,"1133"
